name|tenCen|twoCen|threeCen|fourCen|fiveCen|sixCen|womanRatio|manRatio
우성식당|"25.00000000000001%_10|"|"75.09149999999995%_20|"|"82.01499999999999%_30|"|"91.34299999999998%_40|"|"90.60149999999997%_50|"|"95.34999999999995%_60|"|여자_42%|남자_58%
냥토피아 카페앤샵|"46.48235294117647%_10|"|"50.220705882352945%_20|"|"26.188470588235287%_30|"|"23.89176470588234%_40|"|"18.501882352941163%_50|"|"11.764705882352951%_60|"|여자_59%|남자_41%
미도인 건대|"44.55011764705882%_10|"|"51.8345882352941%_20|"|"33.27694117647057%_30|"|"31.152470588235293%_40|"|"28.52352941176471%_50|"|"11.764705882352951%_60|"|여자_53%|남자_47%
평창 닭다리살 불고기|"25.00000000000001%_10|"|"97.83699999999997%_20|"|"85.03249999999997%_30|"|"65.51449999999996%_40|"|"48.707499999999996%_50|"|"25.00000000000001%_60|"|여자_41%|남자_59%
연옥양꼬치|"25.00000000000001%_10|"|"99.31699999999995%_20|"|"80.9575%_30|"|"71.26849999999999%_40|"|"61.19049999999996%_50|"|"25.00000000000001%_60|"|여자_45%|남자_55%
포크포크 건대직영점|"32.13529411764706%_10|"|"47.691058823529396%_20|"|"36.47717647058825%_30|"|"31.37364705882352%_40|"|"24.637176470588237%_50|"|"23.208705882352934%_60|"|여자_47%|남자_53%
호우시절|"25.00000000000001%_10|"|"91.87599999999998%_20|"|"86.93549999999996%_30|"|"74.04449999999999%_40|"|"25.00000000000001%_50|"|"25.00000000000001%_60|"|여자_50%|남자_50%
애드앤드|"42.67764705882352%_10|"|"49.727529411764706%_20|"|"30.41600000000001%_30|"|"20.14917647058823%_40|"|"10.73905882352942%_50|"|"11.764705882352951%_60|"|여자_61%|남자_39%
이덕복인|"25.00000000000001%_10|"|"73.41849999999998%_20|"|"84.80099999999999%_30|"|"82.6855%_40|"|"67.207%_50|"|"76.9965%_60|"|여자_45%|남자_55%
쿵푸소룽샤&마라룽샤|"71.56649999999996%_10|"|"91.77099999999996%_20|"|"83.253%_30|"|"85.65199999999997%_40|"|"68.56649999999995%_50|"|"25.00000000000001%_60|"|여자_46%|남자_54%
훈춘양꼬치|"71.56649999999996%_10|"|"91.77099999999996%_20|"|"83.253%_30|"|"85.65199999999997%_40|"|"68.56649999999995%_50|"|"25.00000000000001%_60|"|여자_46%|남자_54%
한사바리|"25.00000000000001%_10|"|"98.90549999999995%_20|"|"98.39999999999995%_30|"|"25.00000000000001%_40|"|"25.00000000000001%_50|"|"25.00000000000001%_60|"|여자_38%|남자_62%
스파이스드 SPICED|"25.00000000000001%_10|"|"99.55299999999997%_20|"|"76.70199999999997%_30|"|"50.89149999999996%_40|"|"42.18549999999997%_50|"|"25.00000000000001%_60|"|여자_62%|남자_38%
옛날종로빈대떡|"25.00000000000001%_10|"|"99.55299999999997%_20|"|"76.70199999999997%_30|"|"50.89149999999996%_40|"|"42.18549999999997%_50|"|"25.00000000000001%_60|"|여자_62%|남자_38%
도키도키|"11.764705882352951%_10|"|"48.80870588235293%_20|"|"34.96423529411764%_30|"|"23.73152941176471%_40|"|"17.223999999999997%_50|"|"11.764705882352951%_60|"|여자_47%|남자_53%
카페드라이|"36.29647058823528%_10|"|"49.62541176470587%_20|"|"32.542352941176475%_30|"|"19.66352941176471%_40|"|"14.386823529411757%_50|"|"11.764705882352951%_60|"|여자_61%|남자_39%
LITE LANE|"42.68470588235292%_10|"|"48.13552941176469%_20|"|"32.104235294117636%_30|"|"23.636000000000003%_40|"|"11.764705882352951%_50|"|"11.764705882352951%_60|"|여자_58%|남자_42%
은비스브레드 건국대|"40.546000000000014%_10|"|"97.83399999999995%_20|"|"77.32249999999999%_30|"|"70.66899999999995%_40|"|"49.435999999999964%_50|"|"47.28649999999999%_60|"|여자_66%|남자_34%
매드포갈릭 건대스타시티점|"25.00000000000001%_10|"|"89.28249999999996%_20|"|"89.74449999999997%_30|"|"84.36849999999998%_40|"|"65.12699999999997%_50|"|"58.51099999999996%_60|"|여자_54%|남자_46%
고쿠텐 건대입구역점|"35.72564705882353%_10|"|"49.62282352941176%_20|"|"31.330117647058813%_30|"|"25.215764705882354%_40|"|"21.248705882352944%_50|"|"21.758823529411757%_60|"|여자_50%|남자_50%
해란양꼬치|"35.72564705882353%_10|"|"49.62282352941176%_20|"|"31.330117647058813%_30|"|"25.215764705882354%_40|"|"21.248705882352944%_50|"|"21.758823529411757%_60|"|여자_50%|남자_50%
쑤담샤브샤브|"16.6845714285714%_10|"|"35.29257142857139%_20|"|"19.56571428571425%_30|"|"12.766857142857127%_40|"|"6.136571428571396%_50|"|"3.2768571428571294%_60|"|여자_54%|남자_46%
기류|"16.6845714285714%_10|"|"35.29257142857139%_20|"|"19.56571428571425%_30|"|"12.766857142857127%_40|"|"6.136571428571396%_50|"|"3.2768571428571294%_60|"|여자_54%|남자_46%
아메리칸트레이 건대입구점|"27.936705882352946%_10|"|"49.41270588235293%_20|"|"37.49129411764705%_30|"|"28.34470588235295%_40|"|"23.330823529411767%_50|"|"11.764705882352951%_60|"|여자_63%|남자_37%
청춘등판|"25.00000000000001%_10|"|"88.15799999999999%_20|"|"81.7085%_30|"|"89.29499999999997%_40|"|"78.40799999999996%_50|"|"25.00000000000001%_60|"|여자_53%|남자_47%
고흥순대국머리고기|"25.00000000000001%_10|"|"90.59299999999995%_20|"|"87.02949999999994%_30|"|"82.32349999999997%_40|"|"67.75599999999996%_50|"|"75.039%_60|"|여자_40%|남자_60%
화양시장할머니순대국|"25.00000000000001%_10|"|"92.27849999999995%_20|"|"86.30399999999996%_30|"|"80.15349999999997%_40|"|"66.962%_50|"|"73.97049999999997%_60|"|여자_42%|남자_58%
고베규카츠 건대점|"44.3990588235294%_10|"|"52.13364705882352%_20|"|"31.189882352941183%_30|"|"26.721411764705866%_40|"|"24.85647058823528%_50|"|"22.708705882352948%_60|"|여자_49%|남자_51%
건대스시|"44.3990588235294%_10|"|"52.13364705882352%_20|"|"31.189882352941183%_30|"|"26.721411764705866%_40|"|"24.85647058823528%_50|"|"22.708705882352948%_60|"|여자_49%|남자_51%
설레임삼겹살|"11.764705882352951%_10|"|"48.125411764705866%_20|"|"33.45764705882351%_30|"|"26.120941176470573%_40|"|"21.63294117647059%_50|"|"11.764705882352951%_60|"|여자_45%|남자_55%
메종드쁘띠푸르 커먼그라운드점|"74.72299999999996%_10|"|"99.78599999999996%_20|"|"82.2435%_30|"|"73.40899999999998%_40|"|"58.80549999999999%_50|"|"25.00000000000001%_60|"|여자_59%|남자_41%
아날로그키친|"25.00000000000001%_10|"|"99.36749999999996%_20|"|"79.50049999999995%_30|"|"70.65599999999998%_40|"|"59.45349999999997%_50|"|"25.00000000000001%_60|"|여자_51%|남자_49%
화양과자|"35.88447058823529%_10|"|"49.02399999999999%_20|"|"34.55058823529411%_30|"|"26.50164705882352%_40|"|"15.40823529411765%_50|"|"11.764705882352951%_60|"|여자_60%|남자_40%
라그랑우스|"44.814999999999976%_10|"|"96.27899999999997%_20|"|"85.66299999999995%_30|"|"72.481%_40|"|"51.00999999999998%_50|"|"25.00000000000001%_60|"|여자_63%|남자_37%
등촌샤브칼국수 자양점|"25.00000000000001%_10|"|"97.76599999999999%_20|"|"75.5405%_30|"|"59.443999999999974%_40|"|"52.661500000000004%_50|"|"25.00000000000001%_60|"|여자_55%|남자_45%
이태리부대찌개 건대점|"25.00000000000001%_10|"|"93.11849999999995%_20|"|"81.2085%_30|"|"74.5005%_40|"|"52.01199999999998%_50|"|"25.00000000000001%_60|"|여자_47%|남자_53%
북카페세모|"11.764705882352951%_10|"|"49.990352941176454%_20|"|"35.010352941176464%_30|"|"23.538588235294114%_40|"|"16.163294117647066%_50|"|"11.764705882352951%_60|"|여자_57%|남자_43%
오페뜨 건대점|"39.700705882352935%_10|"|"52.13505882352942%_20|"|"33.872705882352925%_30|"|"23.591764705882362%_40|"|"18.91741176470588%_50|"|"11.764705882352951%_60|"|여자_58%|남자_42%
아마 건대점|"17.841999999999917%_10|"|"99.63699999999989%_20|"|"47.61199999999989%_30|"|"44.27399999999994%_40|"|"19.739999999999874%_50|"|"15.980999999999915%_60|"|여자_52%|남자_48%
발빠닭 건대점|"11.764705882352951%_10|"|"50.218588235294106%_20|"|"28.533647058823536%_30|"|"13.62305882352941%_40|"|"11.764705882352951%_50|"|"11.764705882352951%_60|"|여자_56%|남자_44%
디슬로|"11.764705882352951%_10|"|"50.218588235294106%_20|"|"28.533647058823536%_30|"|"13.62305882352941%_40|"|"11.764705882352951%_50|"|"11.764705882352951%_60|"|여자_56%|남자_44%
질서정연|"11.764705882352951%_10|"|"49.798352941176475%_20|"|"30.088000000000008%_30|"|"16.78188235294118%_40|"|"11.764705882352951%_50|"|"11.764705882352951%_60|"|여자_56%|남자_44%
마실리아|"16.66666666666668%_10|"|"75.58399999999997%_20|"|"38.79666666666666%_30|"|"27.11099999999999%_40|"|"24.039333333333335%_50|"|"16.66666666666668%_60|"|여자_48%|남자_52%
열불날개 건대2호점|"16.66666666666668%_10|"|"75.58399999999997%_20|"|"38.79666666666666%_30|"|"27.11099999999999%_40|"|"24.039333333333335%_50|"|"16.66666666666668%_60|"|여자_48%|남자_52%
반둥식당|"16.66666666666668%_10|"|"75.58399999999997%_20|"|"38.79666666666666%_30|"|"27.11099999999999%_40|"|"24.039333333333335%_50|"|"16.66666666666668%_60|"|여자_48%|남자_52%
깍뚝|"11.764705882352951%_10|"|"48.55364705882352%_20|"|"35.47764705882353%_30|"|"27.70447058823528%_40|"|"18.691999999999993%_50|"|"11.764705882352951%_60|"|여자_48%|남자_52%
최가커피|"11.764705882352951%_10|"|"48.55364705882352%_20|"|"35.47764705882353%_30|"|"27.70447058823528%_40|"|"18.691999999999993%_50|"|"11.764705882352951%_60|"|여자_48%|남자_52%
샤오당쟈마라탕 건대점|"47.844235294117645%_10|"|"45.92211764705883%_20|"|"34.04941176470588%_30|"|"27.362588235294123%_40|"|"22.887294117647055%_50|"|"11.764705882352951%_60|"|여자_53%|남자_47%
대구안지랑곱창막창 건대점|"11.764705882352951%_10|"|"47.35694117647058%_20|"|"37.26164705882353%_30|"|"31.692941176470583%_40|"|"24.078588235294124%_50|"|"11.764705882352951%_60|"|여자_49%|남자_51%
정면|"11.764705882352951%_10|"|"49.18376470588234%_20|"|"38.0769411764706%_30|"|"27.949411764705882%_40|"|"24.56494117647058%_50|"|"11.764705882352951%_60|"|여자_46%|남자_54%
